seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT16-13,0.5240799300004365,0.701869446236734,0.3678356902531927,0.5240799300004365,0.5230151474650087,0.5220444986833929,0.520453988016196,0.5177681394268168,0.5132881046167953,0.5060298276169195,0.49705812236350977,0.4808910815867248,0.4644403502637414,0.4419063624698008,0.4125754689706847,0.37655443769713043,0.32941733938130974,0.26845872576996144,0.20625392769867798,0.13550327427634934,0.05631667561819925,0.004637165427824672,0.38424697722892,0.6663068747924278,0.661341059602649,0.6572254335260116,0.6510900863842041,0.6443260958623515,0.6330865001220604,0.6149513156835922,0.5927777777777777,0.5606967882416984,0.5283679841596223,0.48879821958456976,0.4416349400186768,0.3834964842134289,0.31324433974610655,0.23562369166358824,0.1577823929848852,0.08692590987868284,0.028230351470437544,0.0018970595576855874,0.43935806869844507,0.41221212540366814,0.41362144464793643,0.41466815601379,0.41602899400025994,0.41606858379173695,0.41615905297349676,0.41640074572953945,0.41679493778216326,0.41244436779253113,0.4082473681598798,0.3995129797266053,0.38542810401093236,0.3697380559830355,0.3464253610233345,0.30586944348927964,0.2696161585989299,0.21122743915176803,0.11234603139839414,0.011335070171042181,0.3449549694657012,0.7008733624454149,0.6977292576419214,0.6951091703056769,0.6911790393013101,0.6868122270742358,0.6794759825327511,0.6674235807860261,0.6523144104803493,0.6296943231441048,0.605938864628821,0.5754585152838428,0.536943231441048,0.4858515283842795,0.41807860262008734,0.334235807860262,0.2388646288209607,0.14017467248908297,0.04812227074235808,0.003318777292576419,0.4993472764881637,0.9310824921684651,0.9269056735120084,0.9234249912982945,0.9182039679777236,0.9124028309548672,0.9026569207564683,0.8866457825733843,0.866573848474301,0.8365239586959043,0.8049657732915652,0.764473836872027,0.7133078083304327,0.6454345051630119,0.5554008585682794,0.44401902772943497,0.31732219515024945,0.186216498433693,0.06392852999187841,0.004408864137370925,0.6633630717936505,0.44196994437722137,0.44342310680789915,0.444535407501407,0.44608866279220866,0.4466473056805323,0.447175889569397,0.44782671681206726,0.4492141522562505,0.4479988217567838,0.44594449000366176,0.4406717735781214,0.4312439631190738,0.4202666233106071,0.40262856775850325,0.37078032243983905,0.3417146875850066,0.2900095788288002,0.17166863495593118,0.020313347478998198,0.38684852613749,0.7497495319983458,0.7505437706684265,0.7502470865566787,0.7505662214701463,0.7484131938503432,0.7467391630456912,0.7438908522064793,0.7397555399558159,0.7304574907528253,0.7210132642392101,0.7044031389705365,0.6806424648949733,0.6487531774707789,0.6018633174358057,0.5410064008939504,0.47128535303198826,0.3718808765468935,0.2188998902315344,0.027858942194855792,0.6156826145481726,0.701869446236734,0.70471211701806,0.7068905192106939,0.7099024974465542,0.7129690593948292,0.7176589598998632,0.7247438285868579,0.7329225956646327,0.7439623865496254,0.7544659737879432,0.7665367774987015,0.7801684592036859,0.7963293259751332,0.8157107139152723,0.8383762083767172,0.8631956063579098,0.89038740924551,0.9224501360345473,0.9590079809394707,0.781171579018039,0.5375020915051772,0.5372111163397345,0.5368795375863477,0.5362373731796304,0.534566170506165,0.5317613011578277,0.5271770829207021,0.5214224238854382,0.5096213074545806,0.49736600884107657,0.47948216457976445,0.45492088505126516,0.4238369964988782,0.380569350905712,0.3197382062631992,0.2537750256582918,0.17207189515957214,0.07352785961649491,0.006133398201112911,0.41230527343741946,8025.0,7989.0,7959.0,7914.0,7864.0,7780.0,7642.0,7469.0,7210.0,6938.0,6589.0,6148.0,5563.0,4787.0,3827.0,2735.0,1605.0,551.0,38.0,5717.526315789473,3425.0,3461.0,3491.0,3536.0,3586.0,3670.0,3808.0,3981.0,4240.0,4512.0,4861.0,5302.0,5887.0,6663.0,7623.0,8715.0,9845.0,10899.0,11412.0,5732.473684210527,594.0,630.0,660.0,705.0,755.0,839.0,977.0,1150.0,1409.0,1681.0,2030.0,2471.0,3056.0,3832.0,4792.0,5884.0,7014.0,8068.0,8581.0,2901.4736842105262,0.4364192139737991,0.7525965791931505,0.48724890829694323,0.62,0.823645434505163,0.3177570093457944,0.48598130841121495,0.19626168224299065,0.28302909307355245,0.707459265533908,2.026666666666667,0.48700743030701743,5342.683115692175,7099,4351,1520,582,34,52,21,580.0,750,0.4571229259056256,0.4006113537117904,0.5321963104768535,4587,6863,4032,8619,11450,334,107
COMBINED,0.5240799300004365,0.701869446236734,0.3678356902531927,0.5240799300004365,0.5230151474650087,0.5220444986833929,0.520453988016196,0.5177681394268168,0.5132881046167953,0.5060298276169195,0.49705812236350977,0.4808910815867248,0.4644403502637414,0.4419063624698008,0.4125754689706847,0.37655443769713043,0.32941733938130974,0.26845872576996144,0.20625392769867798,0.13550327427634934,0.05631667561819925,0.004637165427824672,0.38424697722892,0.6663068747924278,0.661341059602649,0.6572254335260116,0.6510900863842041,0.6443260958623515,0.6330865001220604,0.6149513156835922,0.5927777777777777,0.5606967882416984,0.5283679841596223,0.48879821958456976,0.4416349400186768,0.3834964842134289,0.31324433974610655,0.23562369166358824,0.1577823929848852,0.08692590987868284,0.028230351470437544,0.0018970595576855874,0.43935806869844507,0.41221212540366814,0.41362144464793643,0.41466815601379,0.41602899400025994,0.41606858379173695,0.41615905297349676,0.41640074572953945,0.41679493778216326,0.41244436779253113,0.4082473681598798,0.3995129797266053,0.38542810401093236,0.3697380559830355,0.3464253610233345,0.30586944348927964,0.2696161585989299,0.21122743915176803,0.11234603139839414,0.011335070171042181,0.3449549694657012,0.7008733624454149,0.6977292576419214,0.6951091703056769,0.6911790393013101,0.6868122270742358,0.6794759825327511,0.6674235807860261,0.6523144104803493,0.6296943231441048,0.605938864628821,0.5754585152838428,0.536943231441048,0.4858515283842795,0.41807860262008734,0.334235807860262,0.2388646288209607,0.14017467248908297,0.04812227074235808,0.003318777292576419,0.4993472764881637,0.9310824921684651,0.9269056735120084,0.9234249912982945,0.9182039679777236,0.9124028309548672,0.9026569207564683,0.8866457825733843,0.866573848474301,0.8365239586959043,0.8049657732915652,0.764473836872027,0.7133078083304327,0.6454345051630119,0.5554008585682794,0.44401902772943497,0.31732219515024945,0.186216498433693,0.06392852999187841,0.004408864137370925,0.6633630717936505,0.44196994437722137,0.44342310680789915,0.444535407501407,0.44608866279220866,0.4466473056805323,0.447175889569397,0.44782671681206726,0.4492141522562505,0.4479988217567838,0.44594449000366176,0.4406717735781214,0.4312439631190738,0.4202666233106071,0.40262856775850325,0.37078032243983905,0.3417146875850066,0.2900095788288002,0.17166863495593118,0.020313347478998198,0.38684852613749,0.7497495319983458,0.7505437706684265,0.7502470865566787,0.7505662214701463,0.7484131938503432,0.7467391630456912,0.7438908522064793,0.7397555399558159,0.7304574907528253,0.7210132642392101,0.7044031389705365,0.6806424648949733,0.6487531774707789,0.6018633174358057,0.5410064008939504,0.47128535303198826,0.3718808765468935,0.2188998902315344,0.027858942194855792,0.6156826145481726,0.701869446236734,0.70471211701806,0.7068905192106939,0.7099024974465542,0.7129690593948292,0.7176589598998632,0.7247438285868579,0.7329225956646327,0.7439623865496254,0.7544659737879432,0.7665367774987015,0.7801684592036859,0.7963293259751332,0.8157107139152723,0.8383762083767172,0.8631956063579098,0.89038740924551,0.9224501360345473,0.9590079809394707,0.781171579018039,0.5375020915051772,0.5372111163397345,0.5368795375863477,0.5362373731796304,0.534566170506165,0.5317613011578277,0.5271770829207021,0.5214224238854382,0.5096213074545806,0.49736600884107657,0.47948216457976445,0.45492088505126516,0.4238369964988782,0.380569350905712,0.3197382062631992,0.2537750256582918,0.17207189515957214,0.07352785961649491,0.006133398201112911,0.41230527343741946,8025.0,7989.0,7959.0,7914.0,7864.0,7780.0,7642.0,7469.0,7210.0,6938.0,6589.0,6148.0,5563.0,4787.0,3827.0,2735.0,1605.0,551.0,38.0,5717.526315789473,3425.0,3461.0,3491.0,3536.0,3586.0,3670.0,3808.0,3981.0,4240.0,4512.0,4861.0,5302.0,5887.0,6663.0,7623.0,8715.0,9845.0,10899.0,11412.0,5732.473684210527,594.0,630.0,660.0,705.0,755.0,839.0,977.0,1150.0,1409.0,1681.0,2030.0,2471.0,3056.0,3832.0,4792.0,5884.0,7014.0,8068.0,8581.0,2901.4736842105262,0.4364192139737991,0.7525965791931505,0.48724890829694323,0.62,0.823645434505163,0.3177570093457944,0.48598130841121495,0.19626168224299065,0.28302909307355245,0.707459265533908,2.026666666666667,0.48700743030701743,5342.683115692175,7099,4351,1520,582,34,52,21,580.0,750,0.4571229259056256,0.4006113537117904,0.5321963104768535,4587,6863,4032,8619,11450,334,107
